id,price
7237550310,1230000
2524049179,2000000
822039084,1350000
1802000060,1330000
5036300431,1100000
2450000295,1090000
4389200955,1450000
7855801670,2250000
825059270,1100000
46100204,1510000
2025069065,2400000
7960900060,2900000
4054500390,1370000
7424700045,2050000
3225069065,3080000
1860600135,2380000
4139480200,1380000
4139480200,1400000
713500030,1350000
1923000030,1120000
8678500060,1550000
9808650060,1300000
4055700030,1450000
8820902200,1200000
8651610890,1150000
2625069070,1390000
5423010350,1280000
1245002952,1200000
3885805665,1490000
7322910030,1100000
4386700135,2250000
3225079035,1600000
622049114,2130000
1373800295,1450000
5486800070,1950000
8651100140,1220000
6379500640,1120000
3760500116,3070000
7613700521,1250000
7852070060,1150000
5450900060,1480000
2225059214,1580000
6613000140,1300000
9273200140,1310000
1954700695,2250000
8081020370,1360000
6838800140,1100000
7855801610,1220000
4045100075,2400000
2021200370,1100000
3323500030,1270000
4441300240,1200000
2925059135,1320000
5700004028,2450000
7855300200,1240000
7237500390,1570000
2505500030,1130000
7237501180,1200000
7135520810,1280000
4055701200,1960000
7533800295,1750000
1247600105,5110000
1117200390,1150000
6321000045,1880000
9103000393,1230000
4389200765,2300000
8964800445,2260000
7558700030,5300000
4232400860,1200000
1925069082,2200000
6117500320,1130000
7663700030,1180000
8073000550,1700000
1370801331,1400000
9471200370,2540000
7431500341,1360000
6137500320,1230000
8907500070,5350000
5452800310,1330000
9272200810,1220000
6202600070,1100000
4054510270,1250000
3425059222,1300000
3271801090,1180000
8964800370,1380000
2954400400,1150000
1338801019,1200000
5700003985,2250000
7355700171,1230000
1336300445,1270000
5021900140,1680000
8081500060,1930000
2721600125,1180000
625059051,2350000
3303980520,1140000
1337300070,1320000
9290900160,1430000
7015200335,1530000
7855000550,1100000
3271800295,1570000
2402100575,1130000
3066120030,1580000
6738700320,1250000
1118001805,1720000
3398800055,2400000
1118002090,1600000
3892500070,1480000
9471200200,2530000
1118001370,1570000
3623500260,1200000
5317100570,1250000
8106100105,3850000
4139420070,1200000
7787400030,1640000
4379600030,1330000
4219400520,1740000
1224059053,1700000
3317500030,1090000
3343301920,1650000
6448600060,1550000
1329000030,1680000
4139420370,1760000
1922000070,1340000
3859900060,2750000
6788200800,1190000
2451000070,1400000
1118000465,1810000
1724069062,1370000
1425069116,1190000
3508100135,1100000
3395000070,1540000
5026900160,1600000
7524900003,3280000
7856640560,1130000
4389200796,1600000
1370800830,1220000
2175100055,1700000
9275700016,1280000
7787400105,1870000
1300301840,1220000
2818600060,1250000
8722100570,1600000
7856400240,1620000
7856400240,1650000
2954400520,1240000
9829200566,1170000
2624059036,1600000
7738500731,4500000
1727850340,1270000
4139500200,1380000
7851980260,1110000
1552100135,1150000
5701500030,1510000
824059331,1610000
9808640320,1290000
5035300850,1390000
7582700100,1320000
9359100750,1400000
6752500090,1840000
4114601570,3600000
5451200600,1250000
9808100100,3000000
4232400110,1130000
2597460090,1200000
3625049014,2950000
1342300265,1330000
3377900195,2530000
1329000090,1800000
5452301785,2300000
1692900110,1130000
251620110,2290000
622069006,1500000
6613000015,1130000
7237500590,1320000
1084000107,1270000
1336800015,1510000
1827200265,1900000
1118001645,1400000
3524039209,1140000
9808700405,1900000
540100057,1210000
2652500300,1100000
1330300300,1900000
8085400490,1310000
8964800025,1970000
1959701745,1680000
3861470110,2080000
5021900090,1100000
1118001408,2540000
5318100645,1570000
7000100711,1100000
5482700115,1280000
2559950110,1230000
3026059085,1290000
7768700315,1230000
98000750,1170000
868000615,1230000
5452301800,1250000
5700003640,2100000
6448000090,1580000
9272200090,1600000
8081030090,1290000
809002680,1440000
822069112,1350000
9294300600,1240000
1118000110,2450000
4389201250,2450000
2540700110,1910000
4219401080,1740000
3885803245,1650000
1118000301,2890000
5452301810,1580000
1118001295,2200000
1732800820,1330000
2524049166,2950000
1525059160,1230000
4055700378,1420000
9808700762,7060000
7237500110,1210000
4141800215,1500000
7135520300,1300000
1269200229,1380000
1925059194,1150000
629000615,1500000
724069059,2400000
6169901130,1390000
8964800930,1350000
5700003585,2500000
685000115,2150000
9184700600,1210000
6447300265,4000000
4122500100,1190000
6613000750,1600000
2303900090,2880000
9471200115,1290000
1025039086,1880000
3342104046,1570000
913000315,1300000
251620090,2400000
8651100110,1280000
7781600025,1160000
1794501390,1190000
4217401055,1400000
3760500336,2130000
2770605550,1140000
4166600115,1150000
524069019,1150000
7855900110,1090000
3505100756,2050000
5154200015,1710000
2470100110,5570000
868001030,1150000
7781600100,1340000
2125059013,1670000
3526039160,1100000
3585900495,1250000
1724069059,2000000
7871500485,1240000
5556300076,1440000
9272201250,1260000
6852700246,1200000
3592500866,1210000
2581900165,1130000
4178700100,1160000
3225059223,1410000
1324049015,2490000
2998800110,1350000
9471201110,1130000
6648150090,1200000
1169000057,1130000
31000165,1490000
868001705,1470000
9201300050,1850000
9831200500,2480000
1338300170,2050000
8805900430,1150000
9809000020,1900000
9809000020,1940000
1250203070,1400000
8678500020,1580000
3362401611,1170000
4219400290,1200000
7856410430,1390000
4217400305,1300000
1125069153,1530000
7237550020,1100000
4385700660,1090000
1725059182,1150000
9412400185,1310000
9551201585,1300000
9320200050,1500000
6447300345,1160000
3856900507,1320000
1068000235,1160000
3293200190,1120000
7215900020,1600000
3885808005,1740000
1923000050,1250000
6065300840,2850000
7237501190,1780000
2050000020,1220000
8121100715,1090000
2954400020,1150000
6447300225,1880000
9808100185,1690000
3880900010,2400000
9253900417,1600000
4128500380,1200000
1338600185,1160000
7933250050,1420000
6645900010,1470000
1118002000,2470000
9201300020,1520000
98000980,1100000
6613000585,1620000
1224049005,1090000
6744701310,1850000
3630180500,1150000
4139490190,1500000
623059016,1100000
9197800010,1460000
9829200250,1700000
9359100500,1800000
3585900500,1530000
4141800285,1730000
2525049148,3420000
9808590460,1200000
3024059126,1200000
2911700020,1480000
2524049215,1560000
8155800050,1110000
5249800010,2730000
2125049024,1330000
1725059316,2390000
4045100190,2200000
7511000050,1100000
8941100095,1110000
9822700190,1280000
1424059022,1150000
7613700950,1240000
1377300005,1450000
9185700440,2400000
9178601660,1700000
2024069008,2200000
1762600280,1200000
7855000460,1450000
824059321,1970000
4340000080,1450000
4139430250,1440000
2524049148,1580000
2624049091,2900000
2877104175,1290000
4139480190,1150000
7936500190,1340000
1370802115,1930000
2626069030,1940000
4217402115,3650000
1250204835,1240000
3885806565,1340000
2581300010,1350000
1025039292,1340000
8562720420,1350000
1125069102,1250000
1245500950,1100000
5608000630,1520000
2624089007,2000000
3126059027,2650000
3391500050,1880000
3754501235,1190000
1336800010,1340000
5442300807,2700000
3625600190,1260000
5316100980,2250000
1727001300,1900000
8964800225,1430000
1102000527,1440000
3262300235,1560000
9359100101,1370000
4139500080,1490000
723000114,1400000
3885806105,1580000
824059265,1160000
203100440,1210000
6377200010,2180000
713500020,1390000
853200010,3800000
327000050,1500000
2724079090,1650000
1024049024,1740000
868002335,1430000
1025049174,1260000
7159200005,3200000
3629890190,1300000
6448000020,1490000
1245002391,1400000
6762700020,7700000
4139470010,1620000
629800380,1450000
8965520190,1200000
5605000430,1160000
6072800170,2500000
4131900066,3100000
2450000290,1250000
4289900005,1540000
4139910250,1530000
8917100020,1150000
5457300095,1780000
8925100255,1180000
524059148,1600000
5017000470,1980000
2524000050,1390000
1732801300,1250000
5316100780,2580000
9362000080,1600000
3459600440,1310000
7237550130,1300000
5451200280,1170000
2655500235,1610000
2525049133,1400000
9471200265,2500000
1860600535,1320000
3885805175,1490000
4141010110,1700000
6641040100,1150000
6169901085,1450000
9185700485,2540000
8085400355,1270000
6169900580,1470000
4232401265,1110000
9286000150,1130000
3761700053,2150000
2600010220,1250000
8081010040,1150000
1689400375,1450000
8084900195,1650000
4139420590,1210000
4139420590,1200000
8089500180,1150000
3024059014,1900000
1068000375,3200000
1051000040,1820000
7159200040,2900000
3886903615,1290000
9362000040,3400000
9541600110,1330000
2025049111,1440000
5316100820,1200000
4134300175,1850000
333100265,1250000
5317100530,1480000
1924059029,4670000
2597450620,1510000
9273200115,1250000
4218400100,1870000
1724069079,1450000
9279700150,1630000
3623500205,2450000
1954700610,2190000
3262301355,1320000
2600020330,1220000
1370801520,1660000
2770604925,1300000
1125049140,1250000
2021200530,1110000
1924059254,1300000
125069038,2140000
724069023,1250000
4139490210,1290000
4141000490,1200000
3879901295,1240000
9808700650,1210000
8964800755,1590000
8965500880,1110000
3425059219,1150000
3835500195,4490000
5456000025,1440000
4151800530,1090000
8835401250,1490000
1257200315,1200000
1025069255,1180000
8562720410,1200000
3343302110,1800000
1370801020,1250000
7855200120,1370000
7855400330,1100000
2524049018,1410000
2524049257,1530000
4219400555,1330000
1118001560,1910000
5035300650,1100000
4151800410,1350000
7135520650,1210000
2424059052,1330000
7352200100,1360000
5700002510,1090000
2102700025,1400000
1338800785,1230000
3124059023,1960000
5351200265,1270000
3885804390,1500000
7856400410,1100000
2523039054,1120000
7352200025,1190000
853600150,1680000
9208900037,6890000
4139500410,1680000
7768700300,2580000
3536900110,1360000
3324079089,1340000
8127700735,1100000
226059096,1570000
425069020,1090000
5700003630,1930000
2125059123,1250000
3472800065,1700000
6072800205,2380000
8894200150,1280000
3401700150,1350000
5608010750,1160000
868001790,1300000
9320100090,1800000
3179100180,1540000
644000040,1780000
1926069192,1160000
1337800805,1760000
4389200753,1570000
4217401035,1480000
2944010210,1090000
1338300180,1400000
624110540,1180000
1370800700,1700000
724069065,1140000
524059250,1390000
1250201610,1220000
723000226,1250000
4104500181,1650000
5318100200,1100000
1024069205,1180000
4094800260,1730000
7852011070,1140000
3720800070,1100000
1118000935,1740000
6137500310,1320000
3623500049,1200000
2818100060,1280000
2225059336,1150000
7215720070,1250000
6738700335,1700000
3592500340,1100000
4141000060,1230000
7767000060,1900000
868002015,1330000
4217401180,1370000
1370800935,1400000
1689401230,1360000
625059036,2700000
669000350,1250000
1441600160,1300000
8712100435,1200000
3303850390,2980000
3225069301,1230000
5316100106,1400000
3885804260,1380000
742000060,1200000
1118000320,3400000
3528900060,1150000
333100295,3120000
1732800310,2000000
8712100350,1350000
6669200200,1500000
1068000520,1230000
8146200070,1700000
624069050,1570000
1623069046,1700000
5451200370,1170000
624110860,1150000
486000510,1330000
3317500070,1140000
269001331,1310000
4139480350,1690000
6117502220,1580000
3505100126,1250000
2954400310,1770000
8085400055,1580000
853600310,1610000
1652500060,1650000
6065300570,1250000
1925059200,1560000
1330300451,1570000
1222069129,1130000
7153200160,1380000
3860400060,1130000
1118001631,1230000
2481620310,1120000
5154700060,1660000
3179100055,1300000
4054530260,1820000
9287800135,1110000
7936500172,1180000
191100672,1380000
8923100125,1230000
8964800695,1450000
6613000935,2560000
4054530240,1400000
2655500241,1700000
3761100045,3000000
3536900030,1600000
328000160,1400000
3025300226,2100000
5078400160,1800000
6065301040,1170000
1854750030,1160000
3860900003,1170000
2154500060,1710000
3426049284,2300000
9472200060,1300000
4083305085,1130000
624069035,2750000
4218400671,1660000
2524049250,1180000
6819100111,1130000
2883200139,1330000
629800520,1210000
8964800890,3200000
6645950070,1450000
1336800240,1750000
1118001820,1140000
629000510,1190000
7237501040,1200000
2436200200,1110000
4139910030,1300000
1069000070,2800000
3585900045,1250000
46100350,1730000
7419500200,1420000
1126069045,1140000
6096500105,1550000
5699000070,1400000
486000520,1370000
811000055,1280000
2303900045,1580000
3629940160,2200000
3134100023,1250000
8127700132,1240000
